#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_new_valyria;New Valyria;Nouvelle Valyria;;;Nueva Valyria;;;;;;;;;x
LP_emperor_job_spymaster_female_high_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Jefe de los Rumores ;;;;;;;;;x
LP_emperor_job_spymaster_female_western_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Jefe de los Rumores ;;;;;;;;;x
LP_emperor_job_spymaster_female_eastern_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Jefe de los Rumores ;;;;;;;;;x
LP_emperor_job_marshal_female_high_valyrian;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
city_emperor_job_castellan_female_valyrian;Seneschal;Sénéchal;;;Senescal;;;;;;;;;x
city_emperor_job_treasurer_female_high_valyrian;Lord Treasurer;Lord Trésorier;Master of Coin;;Señor Tesorero;;;;;;;;;x
city_emperor_job_treasurer_female_western_valyrian;Lord Treasurer;Lord Trésorier;Master of Coin;;Señor Tesorero;;;;;;;;;x
city_emperor_job_treasurer_female_eastern_valyrian;Lord Treasurer;Lord Trésorier;Master of Coin;;Señor Tesorero;;;;;;;;;x
city_emperor_job_marshal_female_valyrian;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
king_job_treasurer_female_high_valyrian;Master of Coin;Grand Argentier;Master of Coin;;Consejero de la Moneda ;;;;;;;;;x
king_job_treasurer_female_western_valyrian;Master of Coin;Grand Argentier;Master of Coin;;Consejero de la Moneda ;;;;;;;;;x
king_job_chancellor_female_high_valyrian;Master of Laws;Maître des Lois;Master of Laws ;;Consejero de Edictos;;;;;;;;;x
king_job_chancellor_female_western_valyrian;Master of Laws;Maître des Lois;Master of Laws ;;Consejero de Edictos;;;;;;;;;x
king_job_spymaster_female_high_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Consejero de los Rumores ;;;;;;;;;x
king_job_spymaster_female_western_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Consejero de los Rumores ;;;;;;;;;x
#king_job_castellan_female_high_valyrian;Hand of the Queen;Main de la Reine;;;Mano de la Reina;;;;;;;;;x
#king_job_castellan_female_western_valyrian;Hand of the Queen;Main de la Reine;;;Mano de la Reina;;;;;;;;;x
king_job_castellan_female_eastern_valyrian;Archon;Archonte;;;Arconte;;;;;;;;;x
city_king_job_treasurer_female_high_valyrian;Master of Coin;Grand Argentier;Master of Coin;;Consejero de la Moneda ;;;;;;;;;x
city_king_job_treasurer_female_western_valyrian;Master of Coin;Grand Argentier;Master of Coin;;Consejero de la Moneda ;;;;;;;;;x
city_king_job_chancellor_female_high_valyrian;Master of Laws;Maître des Lois;Master of Laws ;;Consejero de Edictos;;;;;;;;;x
city_king_job_chancellor_female_western_valyrian;Master of Laws;Maître des Lois;Master of Laws ;;Consejero de Edictos;;;;;;;;;x
city_king_job_spymaster_female_high_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Consejero de los Rumores ;;;;;;;;;x
city_king_job_spymaster_female_western_valyrian;Master of Whisperers;Maître des Chuchoteurs;Master of Whisperers;;Consejero de los Rumores ;;;;;;;;;x
city_king_job_castellan_female_valyrian;Archon;Archonte;;;Arconte;;;;;;;;;x
city_king_job_marshal_female_valyrian;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
emperor_title_commander_valyrian;Imperial General;Général impérial;;;General Imperial;;;;;;;;;x
LP_emperor_title_commander_valyrian;Imperial General;Général impérial;;;General Imperial;;;;;;;;;x
title_commander_eastern_valyrian;General;Général;;;General;;;;;;;;;x
city_title_commander_eastern_valyrian;General;Général;;;General;;;;;;;;;x
LP_title_commander_eastern_valyrian;General;Général;;;General;;;;;;;;;x
title_bravo;Bravo;Spadassin;;;Jaque;;;;;;;;;x
title_bravo_desc;This character is a bravo in the employ of their liege, charged with defending their liege's honor in duels.;Ce personnage est un spadassin, chargé de défendre l'honneur de son seigneur lors de duels. ;;;Este personaje es un jaque al servicio de su Señor, responsable de defender el honor de su amo durante los duelos.;;;;;;;;;x
k_sarnor;Sarnor;Sarnor;;;Sarnor;;;;;;;;;x
k_sarnor_adj;Sarnori;Sarnorien;;;Sarnoresa;;;;;;;;;x
d_morosh;Morosh;Morosh;;;Morosh;;;;;;;;;x
c_morosh;Morosh;Morosh;;;Morosh;;;;;;;;;x
b_morosh;Morosh;Morosh;;;Morosh;;;;;;;;;x
b_morosh_city;Morosh;Morosh;;;Morosh;;;;;;;;;x
b_morosh_temple;Morosh;Morosh;;;Morosh;;;;;;;;;x
c_protosh;Protosh;Protosh;;;Protosh;;;;;;;;;x
b_protosh;Protosh;Protosh;;;Protosh;;;;;;;;;x
b_protosh_city;Protosh;Protosh;;;Protosh;;;;;;;;;x
b_protosh_temple;Protosh;Protosh;;;Protosh;;;;;;;;;x
d_saath;Saath;Saath;;;Saath;;;;;;;;;x
c_saath;Saath;Saath;;;Saath;;;;;;;;;x
b_saath;Saath;Saath;;;Saath;;;;;;;;;x
b_saath_city;Saath;Saath;;;Saath;;;;;;;;;x
b_saath_temple;Saath;Saath;;;Saath;;;;;;;;;x
c_high_athosh;High Athosh;High Athosh;;;Alto Athosh;;;;;;;;;x
b_high_athosh;High Athosh;High Athosh;;;Alto Athosh;;;;;;;;;x
b_high_athosh_city;High Athosh;High Athosh;;;Alto Athosh;;;;;;;;;x
b_high_athosh_temple;High Athosh;High Athosh;;;Alto Athosh;;;;;;;;;x
c_mikath;Mikath;Mikath;;;Mikath;;;;;;;;;x
b_mikath;Mikath;Mikath;;;Mikath;;;;;;;;;x
b_mikath_city;Mikath;Mikath;;;Mikath;;;;;;;;;x
b_mikath_temple;Mikath;Mikath;;;Mikath;;;;;;;;;x
d_rathylar;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
c_rathylar;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
b_rathylar;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
b_rathylar1;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
b_rathylar2;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
b_rathylar3;Rathylar;Vallée de Sarne;;;Rathylar;;;;;;;;;x
d_sarnath;Sarnath;Sarnath;;;Sarnath;;;;;;;;;x
c_sarnath;Sarnath;Sarnath;;;Sarnath;;;;;;;;;x
c_vaes_ejakh;Porbath;Porbath;;;Porbath;;;;;;;;;x
b_vaes_ejakh;Porbath;Porbath;;;Porbath;;;;;;;;;x
b_vaes_ejakh1;Porbath;Porbath;;;Porbath;;;;;;;;;x
b_vaes_ejakh2;Porbath;Porbath;;;Porbath;;;;;;;;;x
c_hornoth;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
b_hornoth;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
b_hornoth1;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
b_hornoth2;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
b_hornoth3;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
b_hornoth4;Hornoth;Hornoth;;;Hornoth;;;;;;;;;x
c_fields_sarnath;Kesher;Kesher;;;Kesher;;;;;;;;;x
b_fields_sarnath;Kesher;Kesher;;;Kesher;;;;;;;;;x
b_fields_sarnath1;Kesher;Kesher;;;Kesher;;;;;;;;;x
b_fields_sarnath2;Kesher;Kesher;;;Kesher;;;;;;;;;x
d_kasath;Kasath;Kasath;;;Kasath;;;;;;;;;x
c_kasath;Kasath;Kasath;;;Kasath;;;;;;;;;x
b_kasath;Kasath;Kasath;;;Kasath;;;;;;;;;x
b_kasath1;Kasath;Kasath;;;Kasath;;;;;;;;;x
b_kasath2;Kasath;Kasath;;;Kasath;;;;;;;;;x
b_kasath3;Kasath;Kasath;;;Kasath;;;;;;;;;x
b_kasath4;Kasath;Kasath;;;Kasath;;;;;;;;;x
c_n_hills_kasath;King's Hills;Collines Royales;;;Colinas Reales;;;;;;;;;x
b_n_hills_kasath;King's Hills;Collines Royales;;;Colinas Reales;;;;;;;;;x
b_n_hills_kasath1;King's Hills;Collines Royales;;;Colinas Reales;;;;;;;;;x
b_n_hills_kasath2;King's Hills;Collines Royales;;;Colinas Reales;;;;;;;;;x
c_s_hills_kasath;Dathar;Dathar;;;Dathar;;;;;;;;;x
b_s_hills_kasath;Dathar;Dathar;;;Dathar;;;;;;;;;x
b_s_hills_kasath1;Dathar;Dathar;;;Dathar;;;;;;;;;x
b_s_hills_kasath2;Dathar;Dathar;;;Dathar;;;;;;;;;x
d_gornath;Gornath;Gornath;;;Gornath;;;;;;;;;x
c_gornath;Gornath;Gornath;;;Gornath;;;;;;;;;x
b_gornath;Gornath;Gornath;;;Gornath;;;;;;;;;x
b_gornath1;Gornath;Gornath;;;Gornath;;;;;;;;;x
b_gornath2;Gornath;Gornath;;;Gornath;;;;;;;;;x
b_gornath3;Gornath;Gornath;;;Gornath;;;;;;;;;x
c_malath;Malath;Malath;;;Malath;;;;;;;;;x
b_malath;Malath;Malath;;;Malath;;;;;;;;;x
b_malath1;Malath;Malath;;;Malath;;;;;;;;;x
b_malath2;Malath;Malath;;;Malath;;;;;;;;;x
c_beccane;Beccane;Beccane;;;Beccane;;;;;;;;;x
b_beccane;Beccane;Beccane;;;Beccane;;;;;;;;;x
b_beccane1;Beccane;Beccane;;;Beccane;;;;;;;;;x
b_beccane2;Beccane;Beccane;;;Beccane;;;;;;;;;x
b_beccane3;Beccane;Beccane;;;Beccane;;;;;;;;;x
d_sarys;Sarys;Sarys;;;Sarys;;;;;;;;;x
c_sarys;Sarys;Sarys;;;Sarys;;;;;;;;;x
b_sarys;Sarys;Sarys;;;Sarys;;;;;;;;;x
b_sarys1;Sarys;Sarys;;;Sarys;;;;;;;;;x
b_sarys2;Sarys;Sarys;;;Sarys;;;;;;;;;x
b_sarys3;Sarys;Sarys;;;Sarys;;;;;;;;;x
b_sarys4;Sarys;Sarys;;;Sarys;;;;;;;;;x
c_kyth;Kyth;Kyth;;;Kyth;;;;;;;;;x
b_kyth;Kyth;Kyth;;;Kyth;;;;;;;;;x
b_kyth1;Kyth;Kyth;;;Kyth;;;;;;;;;x
b_kyth2;Kyth;Kyth;;;Kyth;;;;;;;;;x
b_kyth3;Kyth;Kyth;;;Kyth;;;;;;;;;x
d_sallosh;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
c_sallosh;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
b_sallosh;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
b_sallosh1;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
b_sallosh2;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
b_sallosh3;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
b_sallosh4;Sallosh;Sallosh;;;Sallosh;;;;;;;;;x
c_bay_tusks;Bay of Tusks;Baie des Défenses;;;Bahía de los Colmillos;;;;;;;;;x
b_bay_tusks;Bay of Tusks;Baie des Défenses;;;Bahía de los Colmillos;;;;;;;;;x
b_bay_tusks1;Bay of Tusks;Baie des Défenses;;;Bahía de los Colmillos;;;;;;;;;x
b_bay_tusks2;Bay of Tusks;Baie des Défenses;;;Bahía de los Colmillos;;;;;;;;;x
d_sathar;Sathar;Sathar;;;Sathar;;;;;;;;;x
c_sathar;Sathar;Sathar;;;Sathar;;;;;;;;;x
b_sathar;Sathar;Sathar;;;Sathar;;;;;;;;;x
b_sathar1;Sathar;Sathar;;;Sathar;;;;;;;;;x
b_sathar2;Sathar;Sathar;;;Sathar;;;;;;;;;x
b_sathar3;Sathar;Sathar;;;Sathar;;;;;;;;;x
b_sathar4;Sathar;Sathar;;;Sathar;;;;;;;;;x
k_essaria;Essaria;Essaria;;;Essaria;;;;;;;;;x
k_essaria_adj;Essarian;Essarien;;;Essaria;;;;;;;;;x
d_essaria;Essaria;Essaria;;;Essaria;;;;;;;;;x
c_essaria;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria1;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria2;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria3;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria4;Essaria;Essaria;;;Essaria;;;;;;;;;x
b_essaria5;Essaria;Essaria;;;Essaria;;;;;;;;;x
c_valley_essaria;Persaria;Persaria;;;Persaria;;;;;;;;;x
b_valley_essaria;Persaria;Persaria;;;Persaria;;;;;;;;;x
b_valley_essaria1;Persaria;Persaria;;;Persaria;;;;;;;;;x
b_valley_essaria2;Persaria;Persaria;;;Persaria;;;;;;;;;x
c_vaes_ashefa;Kalyos;Kalyos;;;Kalyos;;;;;;;;;x
b_vaes_ashefa;Kalyos;Kalyos;;;Kalyos;;;;;;;;;x
b_vaes_ashefa1;Kalyos;Kalyos;;;Kalyos;;;;;;;;;x
b_vaes_ashefa2;Kalyos;Kalyos;;;Kalyos;;;;;;;;;x
c_vaes_jimma;Tarhor;Tarhor;;;Tarhor;;;;;;;;;x
b_vaes_jimma;Tarhor;Tarhor;;;Tarhor;;;;;;;;;x
b_vaes_jimma1;Tarhor;Tarhor;;;Tarhor;;;;;;;;;x
b_vaes_jimma2;Tarhor;Tarhor;;;Tarhor;;;;;;;;;x
d_hills_essaria;Hills of Essaria;Collines d'Essaria;;;Colinas de Essaria;;;;;;;;;x
c_hills_essaria;Forest Road;Route Forestière;;;Ruta del Bosque;;;;;;;;;x
b_hills_essaria;Forest Road;Route Forestière;;;Ruta del Bosque;;;;;;;;;x
b_hills_essaria1;Forest Road;Route Forestière;;;Ruta del Bosque;;;;;;;;;x
b_hills_essaria2;Forest Road;Route Forestière;;;Ruta del Bosque;;;;;;;;;x
c_bajys;Bajys;Bajys;;;Bajys;;;;;;;;;x
b_bajys;Bajys;Bajys;;;Bajys;;;;;;;;;x
b_bajys1;Bajys;Bajys;;;Bajys;;;;;;;;;x
b_bajys2;Bajys;Bajys;;;Bajys;;;;;;;;;x
c_herys;Herys;Herys;;;Herys;;;;;;;;;x
b_herys;Herys;Herys;;;Herys;;;;;;;;;x
b_herys1;Herys;Herys;;;Herys;;;;;;;;;x
b_herys2;Herys;Herys;;;Herys;;;;;;;;;x
d_omber;Omber;Omber;;;Omber;;;;;;;;;x
c_bartosh;Bartosh;Bartosh;;;Bartosh;;;;;;;;;x
b_bartosh;Bartosh;Bartosh;;;Bartosh;;;;;;;;;x
b_bartosh1;Bartosh;Bartosh;;;Bartosh;;;;;;;;;x
b_bartosh2;Bartosh;Bartosh;;;Bartosh;;;;;;;;;x
c_faath;Faath;Faath;;;Faath;;;;;;;;;x
b_faath;Faath;Faath;;;Faath;;;;;;;;;x
b_faath1;Faath;Faath;;;Faath;;;;;;;;;x
b_faath2;Faath;Faath;;;Faath;;;;;;;;;x
c_barkarth;Barkarth;Barkarth;;;Barkarth;;;;;;;;;x
b_barkarth;Barkarth;Barkarth;;;Barkarth;;;;;;;;;x
b_barkarth1;Barkarth;Barkarth;;;Barkarth;;;;;;;;;x
b_barkarth2;Barkarth;Barkarth;;;Barkarth;;;;;;;;;x
d_mardosh;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
c_mardosh;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
b_mardosh;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
b_mardosh1;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
b_mardosh2;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
b_mardosh3;Mardosh;Baie d'Omber;;;Mardosh;;;;;;;;;x
d_painted_mountains;The Painted Mountains;Les Montagnes Peintes;;;Las Montañas Pintadas;;;;;;;;;x
c_eglia;Eglia;Eglia;;;Eglia;;;;;;;;;x
b_eglia;Eglia;Eglia;;;Eglia;;;;;;;;;x
b_eglia1;Eglia;Eglia;;;Eglia;;;;;;;;;x
b_eglia2;Eglia;Eglia;;;Eglia;;;;;;;;;x
c_zobria;Zobria;Zobria;;;Zobria;;;;;;;;;x
b_zobria;Zobria;Zobria;;;Zobria;;;;;;;;;x
b_zobria1;Zobria;Zobria;;;Zobria;;;;;;;;;x
b_zobria2;Zobria;Zobria;;;Zobria;;;;;;;;;x
c_hathasia;Hathasia;Hathasia;;;Hathasia;;;;;;;;;x
b_hathasia;Hathasia;Hathasia;;;Hathasia;;;;;;;;;x
b_hathasia1;Hathasia;Hathasia;;;Hathasia;;;;;;;;;x
b_hathasia2;Hathasia;Hathasia;;;Hathasia;;;;;;;;;x
c_painted_march;Painted March;Marche Peinte;;;Marcas Pintadas;;;;;;;;;x
b_painted_march;Painted March;Marche Peinte;;;Marcas Pintadas;;;;;;;;;x
b_painted_march1;Painted March;Marche Peinte;;;Marcas Pintadas;;;;;;;;;x
b_painted_march2;Painted March;Marche Peinte;;;Marcas Pintadas;;;;;;;;;x
d_faceless_men;The Faceless Men;Les Sans-Visage;;;Los Hombres Sin Rostro;;;;;;;;;x
FACELESS_MAN;Faceless Man;Sans-Visage;;;Hombre Sin Rostro;;;;;;;;;x
FACELESS_MAN_FOA;Master;Maître;;;Maestre;;;;;;;;;x
GUILD_OF;Guild of;Guilde des;;;Gremio de;;;;;;;;;x
king_sarnor_group;High King;Grand Roi;;;Alto Rey;;;;;;;;;x
king_female_sarnor_group;High Queen;Grande Reine;;;Alta Reina;;;;;;;;;x
king_foa_sarnor_group;Your Excellency;Votre Excellence;;;Su Excelencia;;;;;;;;;x
king_foa_female_sarnor_group;Your Excellency;Votre Excellence;;;Su Excelencia;;;;;;;;;x
duke_sarnor_group;King;Roi;King;King;Rey;;;;;;;;;x
duke_female_sarnor_group;Queen;Reine;Queen;Queen;Reina;;;;;;;;;x
duchy_sarnor_group;Kingdom;Royaume;;;Reino;;;;;;;;;x
duchy_of_sarnor_group;Kingdom of;Royaume de;;;Reino de;;;;;;;;;x
duchy_foa_sarnor_group;Your Grace;Votre Grâce;;;Su Gracia;;;;;;;;;x
duchy_foa_female_sarnor_group;Your Grace;Votre Grâce;;;Su Gracia;;;;;;;;;x
emperor_title_commander_sarnor_group;Imperial General;Général impérial;;;General Imperial;;;;;;;;;x
title_commander_sarnor_group;General;Général;;;General;;;;;;;;;x
city_title_commander_sarnor_group;General;Général;;;General;;;;;;;;;x
LP_title_commander_sarnor_group;General;Général;;;General;;;;;;;;;x
b_kyzaria;Kyzaria;Kyzaria;;;Kyzaria;;;;;;;;;x
b_voltys;Voltys;Voltys;;;Voltys;;;;;;;;;x
b_theryia;Theryia;Theryia;;;Theryia;;;;;;;;;x
b_movlantis;Movlantis;Movlantis;;;Movlantis;;;;;;;;;x
b_volaezsia;Volaezsia;Volaezsia;;;Volaezsia;;;;;;;;;x
b_sar_pelyzia;Sar Pelyzia;Sar Pelyzia;;;Sar Pelyzia;;;;;;;;;x
b_manhorys;Manhorys;Manhorys;;;Manhorys;;;;;;;;;x
b_qaedalzia;Qaedalzia;Qaedalzia;;;Qaedalzia;;;;;;;;;x
b_klyzantis;Klyzantis;Klyzantis;;;Klyzantis;;;;;;;;;x
b_maevaryia;Maevaryia;Maevaryia;;;Maevaryia;;;;;;;;;x
b_voloreszia;Voloreszia;Voloreszia;;;Voloreszia;;;;;;;;;x
emperor_rhoynar;Grand Prince;Grand Prince;Prince;Prince;Gran Príncipe;;;;;;;;;x
emperor_female_rhoynar;Grand Princess;Grande Princesse;Princess;Princess;Gran Princesa;;;;;;;;;x
emperor_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
emperor_foa_female_rhoynar;My Princess;Ma Princesse;My Princess;My Princess;Mi Princesa;;;;;;;;;x
empire_rhoynar;Grand Principality;Grande Principauté;;;Gran Principado;;;;;;;;;x
empire_of_rhoynar;Grand Principality of;Grande Principauté de;;;Gran Principado de;;;;;;;;;x
king_rhoynar;Prince;Prince;Prince;Prince;Príncipe;;;;;;;;;x
king_female_rhoynar;Princess;Princesse;Princess;Princess;Princesa;;;;;;;;;x
king_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
king_foa_female_rhoynar;My Princess;Ma Princesse;My Princess;My Princess;Mi Princesa;;;;;;;;;x
kingdom_rhoynar;Principality;Principauté;;;Principado;;;;;;;;;x
kingdom_of_rhoynar;Principality of;Principauté de;;;Principado de;;;;;;;;;x
duke_rhoynar;Prince;Prince;Prince;Prince;Príncipe;;;;;;;;;x
duke_female_rhoynar;Princess;Princesse;Princess;Princess;Princesa;;;;;;;;;x
duchy_rhoynar;Principality;Principauté;;;Principado;;;;;;;;;x
duchy_of_rhoynar;Principality of;Principauté de;;;Principado de;;;;;;;;;x
duchy_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
duchy_foa_female_rhoynar;My Princess;Ma Princesse;My Princess;My Princess;Mi Princesa;;;;;;;;;x
city_duke_rhoynar;Prince;Prince;Prince;Prince;Príncipe;;;;;;;;;x
city_duke_female_rhoynar;Princess;Princesse;Princess;Princess;Princesa;;;;;;;;;x
city_duke_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
city_duchy_rhoynar;Principality;Principauté;;;Principado;;;;;;;;;x
city_duchy_of_rhoynar;Principality of;Principauté de;;;Principado de;;;;;;;;;x
city_king_rhoynar;Prince;Prince;Prince;Prince;Príncipe;;;;;;;;;x
city_king_female_rhoynar;Princess;Princesse;Princess;Princess;Princesa;;;;;;;;;x
city_king_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
city_kingdom_rhoynar;Principality;Principauté;;;Principado;;;;;;;;;x
city_kingdom_of_rhoynar;Principality of;Principauté de;;;Principado de;;;;;;;;;x
city_emperor_rhoynar;Grand Prince;Grand Prince;;;Gran Príncipe;;;;;;;;;x
city_emperor_female_rhoynar;Grand Princess;Grande Princesse;;;Gran Princesa;;;;;;;;;x
city_emperor_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
city_empire_rhoynar;Grand Principality;Grande Principauté;;;Gran Principado;;;;;;;;;x
city_empire_of_rhoynar;Grand Principality of;Grande Principauté de;;;Gran Principado de;;;;;;;;;x
family_palace_baron_rhoynar;Prince;Prince;Prince;Prince;Príncipe;;;;;;;;;x
family_palace_baron_female_rhoynar;Princess;Princesse;Princess;Princess;Princesa;;;;;;;;;x
family_palace_baron_foa_rhoynar;My Prince;Mon Prince;My Prince;My Prince;Mi Príncipe;;;;;;;;;x
triarchy_duke;Triarch;Triarche;;;Triarca;;;;;;;;;x
triarchy_duke_female;Lady;Lady;;;Señora;;;;;;;;;x
triarchy_duke_foa;Your Excellency;Votre Excellence;;;Su Excelencia;;;;;;;;;x
triarchy_duchy;High City;Grande Cité;;;Gran Ciudad;;;;;;;;;x
triarchy_duchy_of;High City of;Grande Cité de;;;Gran Ciudad de;;;;;;;;;x
triarchy_king;Triarch;Triarche;;;Triarca;;;;;;;;;x
triarchy_king_female;Lady;Lady;;;Señora;;;;;;;;;x
triarchy_king_foa;Your Excellency;Votre Excellence;;;Su Excelencia;;;;;;;;;x
triarchy_kingdom;Free City;Cité Libre;;;Ciudad Libre;;;;;;;;;x
triarchy_kingdom_of;Free City of;Cité Libre de;;;Ciudad Libre de;;;;;;;;;x
triarchy_emperor;Triarch;Triarche;;;Triarca;;;;;;;;;x
triarchy_emperor_female;Lady;Lady;;;Señora;;;;;;;;;x
triarchy_emperor_foa;Your Excellency;Votre Excellence;;;Su Excelencia;;;;;;;;;x
triarchy_empire;Freehold;Possession;;;Feudo Franco;;;;;;;;;x
triarchy_empire_of;Freehold of;Possession de;;;Feudo Franco de ;;;;;;;;;x
triarchy_emperor_job_castellan;Archon;Archonte;;;Arconte;;;;;;;;;x
triarchy_emperor_job_treasurer;Lord Treasurer;Lord Trésorier;Master of Coin;;Señor Tesorero;;;;;;;;;x
triarchy_emperor_job_marshal;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
triarchy_king_job_castellan;Archon;Archonte;;;Arconte;;;;;;;;;x
triarchy_king_job_marshal;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
triarchy_emperor_job_castellan_female;Archon;Archonte;;;Arconte;;;;;;;;;x
triarchy_emperor_job_treasurer_female;Lord Treasurer;Lord Trésorier;Master of Coin;;Señor Tesorero;;;;;;;;;x
triarchy_emperor_job_marshal_female;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
triarchy_king_job_castellan_female;Archon;Archonte;;;Arconte;;;;;;;;;x
triarchy_king_job_marshal_female;Chief General;Général en chef;Master-at-Arms;;General en Jefe;;;;;;;;;x
triarchy_title_commander;General;Général;;;General;;;;;;;;;x
